Arquivo,Gabarito,Predicao_Raw,Predicao_Fuzzy,Levenshtein_Raw,Levenshtein_Fuzzy,Similaridade_Raw,Similaridade_Fuzzy,CER_Raw,CER_Fuzzy,WER_Raw,WER_Fuzzy,Accuracy_Raw,Accuracy80_Raw,Accuracy_Fuzzy,Accuracy80_Fuzzy,Tempo_Inferencia
P0266.jpg,monfast,,,7,7,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0102.jpg,rosu,,,4,4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P1046.jpg,nameton,,,7,7,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0793.jpg,epitra,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0903.jpg,ac pr,,,5,5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0468.jpg,coralcal,,,8,8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0782.jpg,lecor,,,5,5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0307.jpg,spilac,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0129.jpg,montelon,,,8,8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0333.jpg,rodiflex,,,8,8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P1088.jpg,folive,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0089.jpg,myolax,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0951.jpg,fenix,,,5,5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0478.jpg,gavinaaf,,,8,8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0594.jpg,novotril,,,8,8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0973.jpg,nystat,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P1041.jpg,prolix,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0045.jpg,???,,,3,3,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0275.jpg,dexter,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0276.jpg,emprelina,,,9,9,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0110.jpg,emep,,,4,4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0114.jpg,klobid,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0831.jpg,epitra,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0057.jpg,rupin,,,5,5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0546.jpg,esonix,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0783.jpg,a-fun,,,5,5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P1067.jpg,zithrox,,,7,7,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0825.jpg,neuro,,,5,5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0895.jpg,folzin,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0290.jpg,voltalin,,,8,8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0382.jpg,fylox,,,5,5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0595.jpg,voltalin,,,8,8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0293.jpg,xinc b,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0897.jpg,algin,,,5,5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0602.jpg,escilex,,,7,7,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0087.jpg,etorix,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
P0936.jpg,folzin,,,6,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
