Arquivo,Gabarito,Predicao_Raw,Predicao_Fuzzy,Levenshtein_Raw,Levenshtein_Fuzzy,Similaridade_Raw,Similaridade_Fuzzy,CER_Raw,CER_Fuzzy,WER_Raw,WER_Fuzzy,Accuracy_Raw,Accuracy80_Raw,Accuracy_Fuzzy,Accuracy80_Fuzzy,Tempo_Inferencia
P0266.jpg,monfast,monast,monfast,1,0,0.9230769230769231,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.10008120536804199
P0102.jpg,rosu,rosu,rosu,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.08536601066589355
P1046.jpg,nameton,namefon,namefon,1,1,0.8571428571428572,0.8571428571428572,0.14285714285714285,0.14285714285714285,1.0,1.0,0.0,1.0,0.0,1.0,0.08183169364929199
P0793.jpg,epitra,mexilitine,moxilin,7,6,0.375,0.15384615384615385,1.1666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1204533576965332
P0903.jpg,ac pr,acr,acron,2,3,0.75,0.6,0.4,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.08063936233520508
P0468.jpg,coralcal,combrid,comprid,6,6,0.4,0.4,0.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0944511890411377
P0782.jpg,lecor,becos,beconal,2,4,0.6,0.5,0.4,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0805511474609375
P0307.jpg,spilac,spilae,spilac,1,0,0.8333333333333334,1.0,0.16666666666666666,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.10075259208679199
P0129.jpg,montelon,mantelan,montelon,2,0,0.75,1.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.09683513641357422
P0333.jpg,rodiflex,radiflex,radiflex,1,1,0.875,0.875,0.125,0.125,1.0,1.0,0.0,1.0,0.0,1.0,0.08231043815612793
P1088.jpg,folive,folive,folive,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.07913017272949219
P0089.jpg,myolax,myolax,myolax,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.10045123100280762
P0951.jpg,fenix,ferix-,ferix-v,2,3,0.7272727272727273,0.6666666666666667,0.4,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.12716293334960938
P0478.jpg,gavinaaf,gavinaf,gavinaaf,1,0,0.9333333333333333,1.0,0.125,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1168220043182373
P0594.jpg,novotril,novotril,novotril,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1098945140838623
P0973.jpg,nystat,nystat,nystat,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0989992618560791
P1041.jpg,prolix,probs,rbs,3,5,0.5454545454545454,0.2222222222222222,0.5,0.8333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0846548080444336
P0045.jpg,???,doxycycline,dophylin,11,8,0.0,0.0,3.6666666666666665,2.6666666666666665,1.0,1.0,0.0,0.0,0.0,0.0,0.14181756973266602
P0275.jpg,dexter,dextac,dextac,2,2,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.09964394569396973
P0276.jpg,emprelina,empalina,emprelina,2,0,0.8235294117647058,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.09765148162841797
P0110.jpg,emep,emep,emep,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.07950234413146973
P0114.jpg,klobid,klabid,klabid,1,1,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,1.0,1.0,0.0,1.0,0.0,1.0,0.10076117515563965
P0831.jpg,epitra,epibat,epitra,3,0,0.6666666666666667,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.10044980049133301
P0057.jpg,rupin,sulbactam,lacto,8,5,0.1428571428571429,0.0,1.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13278675079345703
P0546.jpg,esonix,f50 mix,fimix,5,4,0.3076923076923077,0.36363636363636365,0.8333333333333334,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,0.0,0.11827850341796875
P0783.jpg,a-fun,a-fun,a-fun,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.09698772430419922
P1067.jpg,zithrox,zithrox,zithrox,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.09734272956848145
P0825.jpg,neuro,neuro,neuro,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0853424072265625
P0895.jpg,folzin,folzin,folzin,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.08409953117370605
P0290.jpg,voltalin,vorfalir,vorirox,3,6,0.625,0.4,0.375,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.12586331367492676
P0382.jpg,fylox,fylox,fylox,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1023857593536377
P0595.jpg,voltalin,voltalin,voltalin,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.08354926109313965
P0293.jpg,xinc b,xineb,xinc b,2,0,0.7272727272727273,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.10295701026916504
P0897.jpg,algin,aigin,algin,1,0,0.8,1.0,0.2,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.08321809768676758
P0602.jpg,escilex,escilaps,escilex,3,0,0.6666666666666667,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1031026840209961
P0087.jpg,etorix,etorix,etorix,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.10198140144348145
P0936.jpg,folzin,f-0727'0,fexo 120,7,6,0.1428571428571429,0.2857142857142857,1.1666666666666667,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.19098186492919922
P0843.jpg,ointment,ointment,ointment,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06144857406616211
P0728.jpg,enq,enq,enq,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0791327953338623
P1020.jpg,viglimet,viglimet,viglimet,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1046760082244873
P0320.jpg,vonocab,vonocab,vonocab,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11695432662963867
P0849.jpg,dekalin,dekalin,dekalin,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.09750509262084961
P1109.jpg,gestrenol,cefpodoxime,cefuroxime,10,8,0.19999999999999996,0.3157894736842105,1.1111111111111112,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0.0,0.13328266143798828
P0495.jpg,nexe,nexe,nexe,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.08262324333190918
P0701.jpg,terbikill,tervibill,terbikill,2,0,0.7777777777777778,1.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.11544561386108398
P0766.jpg,revarol,revarol,revarol,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.10836577415466309
P0815.jpg,revatol,revalol,revarol,1,1,0.8571428571428572,0.8571428571428572,0.14285714285714285,0.14285714285714285,1.0,1.0,0.0,1.0,0.0,1.0,0.10702657699584961
P1029.jpg,drise,drose,drise,1,0,0.8,1.0,0.2,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0832066535949707
P0097.jpg,povital,povital,povital,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.10658931732177734
P1070.jpg,fenadin,fenabu,nabu,3,5,0.6153846153846154,0.36363636363636365,0.42857142857142855,0.7142857142857143,1.0,1.0,0.0,0.0,0.0,0.0,0.10695648193359375
P0221.jpg,elodep 5,elodep 5,elodep 5,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.14341235160827637
P0529.jpg,bilaxe,bilaxe,bilaxe,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.12808823585510254
P0452.jpg,esohil,esohil,esohil,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.10290169715881348
P0297.jpg,nexe,next,nexe,1,0,0.75,1.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.06348204612731934
P0052.jpg,losectil,vasco,vasco,6,6,0.3076923076923077,0.3076923076923077,0.75,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.07983803749084473
P0381.jpg,vonocab,vonocab,vonocab,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0990452766418457
P0597.jpg,pantonix,pantovax,pantonix,2,0,0.75,1.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1148829460144043
P0071.jpg,etorix,indurin (10),neurolin 10,10,8,0.2222222222222222,0.3529411764705882,1.6666666666666667,1.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.1721193790435791
P0984.jpg,finix,finix,finix,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.07874536514282227
P0355.jpg,sponocid,spinocid,sponocid,1,0,0.875,1.0,0.125,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.09680891036987305
P0219.jpg,cor algen-d,cosigan-d,costan,5,7,0.6,0.47058823529411764,0.45454545454545453,0.6363636363636364,1.0,1.0,0.0,0.0,0.0,0.0,0.10019254684448242
P0366.jpg,prestel,prestel,prestel,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.09732866287231445
P0742.jpg,esprazo,bispexato,bexitrol,5,7,0.5,0.4,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11486625671386719
P0799.jpg,desolon,desolen,desolon,1,0,0.8571428571428572,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.07915306091308594
P0540.jpg,nexe,nexe,nexe,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0801389217376709
P0622.jpg,m-kast,m-lucen,malucan,5,6,0.3076923076923077,0.3076923076923077,0.8333333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11555600166320801
P0678.jpg,denixil,dairixil,deixil,3,1,0.6666666666666667,0.9230769230769231,0.42857142857142855,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,1.0,0.11794543266296387
P0875.jpg,calboral,calboral,calboral,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.09654617309570312
P0211.jpg,clavutil,clavutil,clavutil,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1144561767578125
P0429.jpg,ocof,ocof,ocof,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.08860516548156738
P0356.jpg,texit,texit,texit,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.08361411094665527
P0368.jpg,flamex,flamex,flamex,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.10434484481811523
P0904.jpg,seclo,seclo,seclo,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.08403754234313965
P0811.jpg,neuro,neuro,neuro,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.09319782257080078
P0032.jpg,myosit,medroxy,medroxy,6,6,0.3076923076923077,0.3076923076923077,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.10539817810058594
P0582.jpg,telmacal,telmacal,telmacal,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.10589337348937988
P0963.jpg,cantilid,cambilid,combicid,2,4,0.75,0.5,0.25,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.10381674766540527
P1097.jpg,zimax,releventin,relenten,10,8,0.1333333333333333,0.0,2.0,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.12585067749023438
